Binomial,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Amazilia_tobaci,NA,NA,NA,NA,NA,NA,AY695143,NA,NA,NA
Amazilia_tzacatl,U89180,NA,EU042524,NA,NA,NA,EU042360 extraction (reversed),NA,NA,GU166950
Amazilia_versicolor,NA,FJ027049,EU042525,NA,NA,NA,EU042361 extraction (reversed),NA,NA,GU166951
Amazilia_viridicauda,NA,NA,GU167206,NA,NA,NA,GU167096 - Bfib intron 7,NA,NA,GU166952
Amazilia_viridigaster,NA,NA,EU042526,NA,NA,NA,GU167097 - Bfib intron 7,NA,NA,GU166953
Amazilia_yucatanensis,NA,DQ433296,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_aestiva,AY283469,AY194367,AY194434,NA,NA,NA,AY301472 - intron 7,AY194432,NA,NA
Amazona_agilis,AY283489,AY301426,NA,NA,NA,NA,AY301474 - intron 7,NA,NA,NA
Amazona_albifrons,AY283492,AY301427,NA,NA,NA,NA,AY301475 - intron 7,NA,NA,NA
Amazona_amazonica,AY283516,AY194399,AY194466,NA,NA,NA,AY301478 - intron 7,AY194433,NA,NA
Amazona_arausiaca,AY283465,AY301431,NA,NA,NA,NA,AY301479 - intron 7,NA,NA,NA
Amazona_auropalliata,AY194408,AY301432,AY194444,NA,NA,NA,AY301480 - intron 7,NA,NA,NA
Amazona_autumnalis,AY283455,AY194379,AY194446,NA,NA,NA,AY301482 - intron 7,AY194426,NA,NA
Amazona_barbadensis,AY283462,AY194403,NA,NA,NA,NA,AY301484 - intron 7,NA,NA,NA
Amazona_brasiliensis,NA,AY301437,NA,NA,NA,NA,AY301485 - intron 7,NA,NA,NA
Amazona_collaria,AY283494,AY301438,NA,NA,NA,NA,AY301486 - intron 7,NA,NA,NA
Amazona_dufresniana,AY283454,AY301439,NA,NA,NA,NA,NA,NA,NA,NA
Amazona_farinosa,AY283475,AY194394,AY194461,NA,DQ143346,NA,AY301487 - intron 7,AY194428,NA,NA
Amazona_festiva,NA,AY301444,NA,NA,NA,NA,AY301491 - intron 7,NA,NA,NA
Amazona_finschi,AY283461,AY301445,NA,NA,NA,NA,AY301492 - intron 7,NA,NA,NA
Amazona_guildingii,AY283459,AY301446,NA,NA,NA,NA,AY301493 - intron 7,NA,NA,NA
Amazona_imperialis,AY283457,AY301447,NA,NA,NA,NA,AY301494 - intron 7,NA,NA,NA
Amazona_kawalli,NA,AY301448,NA,NA,NA,NA,AY301495 - intron 7,NA,NA,NA
Amazona_leucocephala,AY283480,AY301449,NA,NA,NA,NA,AY301496 - intron 7,NA,NA,NA
Amazona_ochrocephala,AY283468,AY194373,AY194440,NA,NA,NA,AY301498,AY194430,NA,NA
Amazona_oratrix,AY283470,AY301456,AY194453,NA,NA,NA,AY301503,NA,NA,NA
Amazona_pretrei,NA,AY301457,NA,NA,NA,NA,AY301504 - intron 7,NA,NA,NA
Amazona_rhodocorytha,NA,AY301458,NA,NA,NA,NA,AY301505 - intron 7,NA,NA,NA
Amazona_tucumana,NA,AY301459,NA,NA,NA,NA,AY301506 extraction,NA,NA,NA
Amazona_ventralis,U89178,AY301460,NA,NA,NA,NA,AY301507 - intron 7,NA,NA,NA
Amazona_versicolor,AY283466,AY301461,NA,NA,NA,NA,AY301508 - intron 7,NA,NA,NA
Amazona_vinacea,NA,AY301462,NA,NA,NA,NA,AY301509 - intron 7,NA,NA,NA
Amazona_viridigenalis,AY283452,AY301463,EU327598,NA,NA,NA,AY301510 - intron 7,AY194427,NA,NA
Amazona_vittata,AY283485,AY301464,NA,NA,NA,NA,AY301511 - intron 7,NA,NA,NA
Amazonetta_brasiliensis,AF059054,FJ027062,AF059115,NA,AF427042,NA,NA,NA,NA,NA
Amblycercus_holosericeus,AY117722,NA,AY117752,NA,NA,NA,NA,NA,NA,NA
Amblyornis_inornata,U76508,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyornis_macgregoriae,X60940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyornis_subalaris,U76505,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyospiza_albifrons,AM710215,NA,AF407037,AM709892,NA,NA,NA,AM709840,NA,NA
Amblyramphus_holosericeus,AF089014,FJ027066,AF109942,NA,NA,NA,NA,NA,NA,NA
Ammodramus_aurifrons,FJ547282,NA,FJ547323,NA,NA,NA,NA,NA,NA,NA
Ammodramus_bairdii,DQ459521,DQ432707,DQ459541,NA,NA,NA,NA,NA,NA,NA
Ammodramus_caudacutus,DQ459519,HM230747 ,DQ459539,NA,NA,NA,NA,NA,NA,NA
Ammodramus_henslowii,DQ459511,NA,DQ459531,NA,NA,NA,NA,NA,NA,NA
Ammodramus_humeralis,EU325784,FJ027070,FJ547324,NA,NA,NA,NA,NA,GU816942,NA
Ammodramus_leconteii,DQ459512,DQ432710,DQ459532,NA,NA,NA,NA,NA,NA,NA
Ammodramus_maritimus,DQ459520,DQ433299,DQ459540,NA,NA,NA,NA,NA,NA,NA
Ammodramus_nelsoni,DQ459522,DQ433298,DQ459542,NA,NA,NA,NA,NA,NA,NA
Ammodramus_savannarum,EF529934,DQ432712,AF290125,NA,NA,NA,NA,NA,NA,NA
Ammomanes_cinctura,AY165150,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammomanes_grayi,AY165168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammomanes_phoenicura,AY165152,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammoperdix_heyi,AM236901,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampeliceps_coronatus,NA,EF484178,EF468148,NA,AY307181,EF468286,EF471805,NA,DQ466815,NA
Ampelioides_tschudii,DQ470491,NA,NA,NA,FJ501597,NA,NA,DQ470516,DQ470543,EU231841
Ampelion_rubrocristatus,DQ470492,NA,NA,NA,NA,NA,NA,DQ470517,DQ470544,NA
Ampelion_rufaxilla,NA,NA,NA,NA,FJ501598,NA,NA,NA,NA,NA
Amphispiza_belli,EF488738,DQ433303,DQ459536,NA,NA,NA,NA,NA,NA,NA
Amphispiza_bilineata,FJ547280,DQ433308,FJ547321,NA,NA,NA,NA,NA,NA,NA
Amytornis_ballarae,NA,GU825787,GU825907,HQ118196,NA,HQ118150,NA,NA,HQ118166,NA
Amytornis_barbatus,NA,GU825793,GU825912,HQ118197,NA,HQ118151,NA,NA,HQ118168,NA
Amytornis_dorotheae,NA,HQ118122,HQ118183,HQ118199,NA,HQ118153,NA,NA,HQ118169,NA
Amytornis_goyderi,NA,GU825795,HQ118184,HQ118200,NA,HQ118154,NA,NA,HQ118170,NA
Amytornis_housei,NA,GU825796,HQ118185,EU878189,NA,HQ118155,NA,NA,HQ118171,NA
Amytornis_merrotsyi,NA,GU825799,HQ118186,EU878182,NA,HQ118156,NA,NA,HQ118172,NA
Amytornis_purnelli,NA,GU825797,GU825914,HQ118202,NA,HQ118157,NA,NA,HQ118173,NA
Amytornis_striatus,AY488401,HQ118127,HQ118188,HQ118203,FJ821041,AY488482,NA,NA,HQ118174,NA
Amytornis_textilis,NA,GU825794,HQ118190,HQ118206,NA,HQ118160,NA,NA,HQ118176,NA
Amytornis_woodwardi,NA,HQ118132,HQ118193,HQ118209,NA,HQ118163,NA,NA,HQ118179,NA
Anabacerthia_striaticollis,AY998200,NA,NA,NA,FJ461141,GQ140109,NA,AY998219,AY998237,GQ140040
Anabazenops_dorsalis,NA,NA,HM449828,NA,NA,NA,NA,NA,NA,NA
Anabazenops_fuscus,NA,NA,NA,NA,FJ461147,NA,NA,NA,NA,NA
Anairetes_agilis,AF067007,NA,AF066998,NA,NA,NA,NA,NA,NA,NA
Anairetes_agraphia,NA,NA,NA,NA,FJ501765,NA,NA,NA,NA,NA
Anairetes_alpinus,AF067004,NA,AF066995,NA,NA,NA,NA,EU231677,EU231775,EU231878
Anairetes_fernandezianus,AF067001,NA,AF066992,NA,NA,NA,NA,NA,NA,NA
Anairetes_flavirostris,AF052240,FJ027076,AF066997,NA,FJ501599,NA,NA,NA,NA,NA
Anairetes_nigrocristatus,AF067005,NA,AF066996,NA,NA,NA,NA,NA,NA,NA
Anairetes_parulus,AF067002,FJ027077,AF066993,NA,NA,NA,NA,EU231678,EU231776,EU231879
Anairetes_reguloides,AF067003,NA,AF066994,NA,NA,NA,NA,NA,NA,NA
Anarhynchus_frontalis,EF373118,NA,EF373222,NA,EF373167,NA,NA,NA,NA,NA
Anas_acuta,EU914148,EF515735,AF059116,NA,NA,NA,NA,NA,NA,NA
Anas_americana,AF059103,DQ433309,AF059163,NA,NA,NA,NA,NA,NA,NA
Anas_aucklandica,AF059056,NA,AF059117,NA,NA,NA,NA,NA,NA,NA
Anas_bahamensis,EU914147,FJ027081,AF059120,NA,NA,NA,NA,NA,NA,NA
Anas_bernieri,AF059060,NA,AF059121,NA,NA,NA,NA,NA,NA,NA
Anas_capensis,AF059105,NA,AF059165,NA,NA,NA,NA,NA,NA,NA
Anas_castanea,AF059065,NA,AF059125,NA,NA,NA,NA,NA,NA,NA
Anas_chlorotis,AF059061,NA,AF059122,NA,NA,NA,NA,NA,NA,NA
Anas_clypeata,EU914154,DQ434273,AF059174,NA,NA,NA,NA,NA,NA,NA
Anas_crecca,EU585607,DQ434281,AF059123,NA,NA,NA,NA,NA,NA,NA
Anas_cyanoptera,EU914155,DQ433311,AF059126,NA,NA,NA,GQ269604,NA,NA,GQ269375
Anas_discors,EU914146,AY666323,AF059128,NA,NA,NA,NA,NA,NA,NA
Anas_erythrorhyncha,AF059070,NA,AF059130,NA,NA,NA,NA,NA,NA,NA
Anas_falcata,EU914145,GQ481322,AF059166,NA,NA,NA,NA,NA,NA,NA
Anas_flavirostris,EU914152,FJ027087,AF059131,NA,NA,NA,GQ270217,NA,NA,GQ269980
Anas_formosa,EU914153,EF515741,AF059133,NA,NA,NA,NA,NA,NA,NA
Anas_fulvigula,AF059074,DQ432723,AF059134,NA,NA,NA,NA,NA,NA,EU580193
Anas_georgica,AF059075,FJ027092,AF059135,NA,NA,NA,FJ618134,NA,NA,FJ617870
Anas_gracilis,AF059076,NA,AF059136,NA,NA,NA,NA,NA,NA,NA
Anas_hottentota,EU585608,NA,AF059137,NA,NA,NA,NA,NA,NA,NA
Anas_laysanensis,AF059078,NA,AF059138,NA,NA,NA,NA,NA,NA,NA
Anas_luzonica,AF059079,NA,AF059139,NA,NA,NA,NA,NA,NA,NA
Anas_melleri,AF059080,NA,AF059140,NA,NA,NA,NA,NA,NA,NA
Anas_nesiotis,AF059057,NA,AF059118,NA,NA,NA,NA,NA,NA,NA
Anas_penelope,EU914158,FJ808624,AF059167,NA,NA,NA,NA,NA,NA,NA
Anas_platalea,AF059084,FJ027098,AF059144,NA,NA,NA,NA,NA,NA,NA
Anas_platyrhynchos,EU755253,EU755253,EU755253,EU755253,NA,EU739196,EF552750 - intron 7,AF339357,EU739906,NA
Anas_poecilorhyncha,EU914150,FJ808643,AF059143,NA,NA,NA,NA,NA,NA,AY507078
Anas_puna,EU585611,FJ027101,EU585674,NA,NA,NA,GQ270805,NA,NA,NA
Anas_querquedula,EU585610,GQ481326,AF059146,NA,NA,NA,NA,NA,NA,NA
Anas_rhynchotis,AF059087,NA,AF059147,NA,NA,NA,NA,NA,NA,NA
Anas_rubripes,AF059088,AY666221,AF059148,NA,NA,NA,NA,NA,NA,EU580371
Anas_sibilatrix,EU914149,FJ027104,AF059168,NA,NA,NA,NA,NA,NA,NA
Anas_smithii,AF059089,NA,AF059149,NA,NA,NA,NA,NA,NA,NA
Anas_sparsa,EU914151,NA,AF059151,NA,NA,NA,NA,NA,NA,NA
Anas_strepera,EU574791,DQ434301,AF059169,NA,AF143729,NA,NA,NA,NA,EU555961
Anas_superciliosa,FJ498963,NA,AF059152,NA,NA,NA,NA,NA,NA,NA
Anas_undulata,AF059093,NA,AF059153,NA,NA,NA,NA,NA,NA,NA
Anas_versicolor,AF059094,FJ027114,AF059154,NA,NA,NA,GQ270800,NA,NA,GQ270619
Ancistrops_strigilatus,GQ140106,NA,NA,NA,FJ461144,NA,NA,NA,NA,NA
Andigena_cucullata,AY959828,AY959801,AY959855,NA,NA,NA,AY279260 - beta fibrinogen intron 7,NA,NA,NA
Andigena_hypoglauca,AF123516,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andigena_laminirostris,AF123515,NA,NA,NA,NA,NA,NA,NA,NA,NA
Androdon_aequatorialis,AY150649,NA,AY830463,NA,NA,NA,AY830614 - Bfib intron 7,NA,NA,GU166954
Andropadus_ansorgei,NA,NA,DQ402195,DQ402256,NA,EF626708,DQ402313 (reversed),NA,EF625246,EF625297
Andropadus_curvirostris,AF003442,NA,DQ402198,DQ402259,NA,EF626706,DQ402359 (reversed),NA,EF625248,EF625296
Andropadus_gracilirostris,NA,NA,GQ242082,GQ242116,NA,EF626705,GQ242060 (reversed),NA,EF625249,EF625294
Andropadus_gracilis,NA,NA,DQ402196,DQ402257,NA,EF626709,DQ402357 (reversed),NA,EF625245,EF625298
Andropadus_importunus,AF003440,FJ473230,AF003469,GQ242115,NA,EF626713,GQ242059 (reversed),NA,EF625252,EF625303
Andropadus_latirostris,DQ008508,NA,AF003466,GQ242124,NA,EF626710,GQ242068 (reversed),NA,DQ008560,EF625299
Andropadus_masukuensis,AF003404,NA,AF003451,AY590759,NA,EF626699,GQ242064 (reversed),NA,EF625238,EF625288
Andropadus_milanjensis,AF003423,NA,AF003462,NA,NA,EF626704,NA,NA,EF625244,EF625293
Andropadus_montanus,AF003411,NA,AF003455,NA,NA,NA,NA,NA,NA,NA
Andropadus_nigriceps,AT422CYTB2,NA,ATAF003459,NA,NA,EF626703,NA,NA,EF625240,EF625292
Andropadus_tephrolaemus,AF282795,NA,AF003460,GQ242121,NA,GQ242044,GQ242065 (reversed),NA,GQ242109,GQ242147
Andropadus_virens,AF003436,NA,DQ402197,DQ402258,NA,EF626711,DQ402358 (reversed),NA,EF625250,EF625301
Anhima_cornuta,AY140735,AY140729,AY140737,NA,AY140765,NA,NA,NA,NA,NA
Anhinga_anhinga,U83156,DQ432727,NA,NA,DQ881797,EU739208,EF552751 - intron 7,NA,DQ881838,EF552709
Anhinga_novaehollandiae,NA,AY369057,NA,NA,NA,NA,NA,NA,NA,NA
Anhinga_rufa,NC_014681,NC_014682,NC_014681,NC_014681,NA,NA,NA,NA,NA,NA
Anisognathus_igniventris,EU647961,NA,EU648006,NA,NA,NA,NA,NA,NA,NA
Anisognathus_lacrymosus,EU647963,NA,EU648007,NA,NA,NA,NA,NA,NA,NA
Anisognathus_melanogenys,EU647965,NA,EU648009,NA,NA,NA,NA,NA,NA,NA
Anisognathus_notabilis,EU647966,NA,EU648010,NA,NA,NA,NA,NA,NA,NA
Anisognathus_somptuosus,NA,NA,EU648011,NA,NA,NA,NA,NA,NA,NA
Anodorhynchus_hyacinthinus,U70763,AF370737,DQ143311,NA,DQ143329,NA,NA,NA,NA,NA
Anodorhynchus_leari,AY669402,AF370736,AY669446,NA,NA,NA,NA,NA,NA,NA
Anomalospiza_imberbis,NA,NA,AF407019,NA,NA,NA,NA,AY363820,NA,NA
Anorrhinus_austeni,GU257908,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_galeritus,GU257909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_tickelli,GU257907,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anous_minutus,AY631284,NA,AY631356,NA,NA,NA,NA,NA,NA,NA
Anous_stolidus,AY631285,DQ433312,AY631357,NA,NA,NA,NA,FM210017,NA,NA
Anous_tenuirostris,AY631286,NA,EF373223,NA,EF373168,NA,GU129662 - FGB intron 7,NA,GU129660,NA
Anser_albifrons,NC_004539,NC_004539,NC_004539,NC_004539,DQ137227,NA,NA,NA,NA,NA
Anser_anser,NC_011196,NC_011196,NC_011196,NC_011196,NA,NA,NA,NA,NA,NA
Anser_brachyrhynchus,EU585614,GU179004,EU585677,NA,NA,NA,NA,NA,NA,NA
Anser_cygnoides,AY552164,NA,EU585679,NA,NA,NA,NA,NA,NA,NA
Anser_erythropus,AY072600,NA,EU585680,NA,NA,EU739209,EU739365 extraction,NA,EU739918,NA
Anser_fabalis,EU585618,FJ808625,EU585681,NA,NA,NA,NA,NA,NA,NA
Anser_indicus,EU585619,GU179002,EU585682,NA,NA,NA,NA,NA,NA,NA
Anthocephala_floriceps,NA,NA,GU167208,NA,NA,NA,GU167098 - Bfib intron 7,NA,NA,GU166955
Anthochaera_carunculata,AY488333,NA,AY488262,NA,NA,AY488413,NA,NA,NA,NA
Anthochaera_chrysoptera,AY488334,NA,AY488263,NA,NA,AY488414,NA,NA,NA,NA
Anthochaera_lunulata,AY488335,NA,AY488264,NA,NA,AY488415,NA,NA,NA,NA
Anthochaera_paradoxa,AY488336,NA,AY488265,NA,NA,AY488416,NA,NA,NA,NA
Anthoscopus_minutus,AF347970,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthoscopus_musculus,NA,NA,AY136585,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_albirostris,U89190,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_malayanus,AF346952,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_dominicus,NA,NA,EU983416,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_mango,NA,NA,AY830464,NA,NA,NA,AY830615 - Bfib intron 7,NA,NA,NA
Anthracothorax_nigricollis,NA,NA,EU042527,NA,NA,NA,EU042363 extraction - Bfib gene,NA,NA,GU166956
Anthracothorax_prevostii,AY150660,EU442322,GU167209,NA,NA,NA,GU167099 - Bfib intron 7,NA,NA,GU166957
Anthracothorax_veraguensis,NA,NA,EU983402,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_viridigula,NA,NA,EU983411,NA,NA,NA,NA,NA,NA,NA
Anthracothorax_viridis,NA,NA,EU983418,NA,NA,NA,NA,NA,NA,NA
Anthreptes_collaris,NA,NA,AY136607,AY233987,NA,NA,NA,NA,NA,NA
Anthreptes_fraseri,NA,NA,NA,AY233988,NA,NA,NA,NA,NA,NA
Anthreptes_malacensis,NA,NA,NA,AY233989,NA,NA,NA,NA,NA,NA
Anthreptes_orientalis,NA,NA,NA,AY233990,NA,NA,NA,NA,NA,NA
Anthreptes_rectirostris,NA,NA,GQ145273,GQ145231,NA,NA,NA,NA,NA,NA
Anthus_berthelotii,U46769,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_brachyurus,AF526450,NA,AF526485,NA,NA,NA,NA,NA,NA,NA
Anthus_campestris,U46771,GQ481330,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_cervinus,U46776,GQ481336,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_correndera,NA,FJ027123,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_godlewskii,NA,GQ481338,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_gustavi,NA,GQ481344,HM538376,NA,NA,NA,NA,NA,NA,NA
Anthus_hellmayri,NA,FJ027127,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_hodgsoni,NA,GQ481349,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_lutescens,NA,FJ027131,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_novaeseelandiae,AF526447,NA,AY329410,NA,NA,NA,NA,NA,NA,NA
Anthus_petrosus,U46772,FJ465301,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_pratensis,U46774,GQ481354,AY259440,NA,NA,NA,NA,NA,NA,NA
Anthus_richardi,U46770,GQ481355,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_rubescens,NA,DQ432731,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_similis,AM231754,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_spinoletta,U46773,GQ481365,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_spragueii,NA,DQ433315,NA,NA,NA,NA,NA,NA,NA,NA
Anthus_trivialis,U46775,GQ481369,NA,NA,AY228004,NA,NA,NA,AY228285,GU816919
Antilophia_galeata,EF633390,EF111037,AY136619,NA,FJ501600,AY136615,EU522596 - intron 7,NA,NA,EU522515
Anumbius_annumbi,AY065709,FJ027133,NA,NA,AY065738,EF212040,NA,NA,AY065765,EF212088
Apalis_alticola,NA,NA,EU239793,EU247893,NA,NA,NA,NA,EU247917,NA
Apalis_binotata,NA,NA,EU239794,EU247894,NA,NA,NA,NA,EU247920,NA
Apalis_cinerea,NA,NA,DQ871370,EU247904,NA,NA,NA,NA,DQ871408,NA
Apalis_flavida,DQ008496,NA,AY136597,NA,NA,NA,NA,NA,DQ008547,NA
Apalis_jacksoni,NA,NA,DQ871371,EU247905,NA,EU686252,NA,NA,DQ871409,NA
Apalis_melanocephala,NA,NA,EU239795,EU247895,NA,NA,NA,NA,EU247918,NA
Apalis_porphyrolaema,NA,NA,EU239796,EU247896,NA,NA,NA,NA,EU247921,NA
Apalis_rufogularis,NA,NA,DQ871387,EU247907,NA,NA,NA,NA,DQ871431,NA
Apalis_thoracica,DQ008497,NA,EU239797,EU247897,NA,GQ242049,GQ242072 (reversed),NA,DQ008548,EU680705
Apaloderma_aequatoriale,NA,NA,EU603908,NA,NA,NA,NA,NA,NA,NA
Apaloderma_narina,U94798,NA,AY625223,NA,NA,NA,AY600473,AY600488,AY600502,NA
Apaloderma_vittatum,U89200,NA,AY625222,NA,AY625251,NA,AY600474,AY600489,AY600503,NA
Aphanotriccus_audax,AF447621,AF447699,AF447647,AF447675,NA,NA,NA,NA,NA,NA
Aphantochroa_cirrochloris,NA,NA,EU042528,NA,NA,NA,EU042364 extraction - Bfib gene,NA,NA,NA
Aphelocephala_leucopsis,AF129212,GU825784,GU825903,NA,GU825832,NA,NA,NA,NA,NA
Aphelocephala_nigricincta,NA,GU825790,GU825910,NA,NA,NA,NA,NA,NA,NA
Aphelocoma_californica,AY030116,DQ433317,AY030142,AY030162,NA,NA,DQ912638 - intron 7,NA,NA,NA
Aphelocoma_coerulescens,U77335,DQ432736,AY389364,NA,NA,NA,AY395598,NA,AY395580,NA
Aphelocoma_insularis,NA,DQ432738,AY389365,NA,NA,NA,NA,NA,NA,NA
Aphelocoma_ultramarina,NA,DQ432740,AY389374,NA,NA,NA,AY570967 - intron 7,NA,NA,NA
Aphelocoma_unicolor,NA,NA,AY389379,NA,NA,NA,NA,NA,NA,NA
Aphrastura_spinicauda,AY998188,FJ027139,AY695004,AY695044,FJ461110,GQ140138,NA,AY998206,AY998225,GQ140048
Aphriza_virgata,EF373120,AY666181,EF373224,NA,EF373169,NA,NA,NA,NA,NA
Aplonis_brunneicapillus,NA,EF484175,EF468145,NA,NA,EF468283,EF471802,NA,NA,NA
Aplonis_cantoroides,NA,EF484176,EF468146,NA,NA,EF468284,EF471803,NA,NA,NA
Aplonis_cinerascens,NA,EF484177,EF468147,NA,NA,EF468285,EF471804,NA,NA,NA
Aplonis_grandis,NA,EF484179,EF468149,NA,DQ466795,EF468287,EF471806,NA,DQ466816,NA
Aplonis_insularis,NA,EF484180,EF468150,NA,NA,EF468288,EF471807,NA,NA,NA
Aplonis_metallica,FJ499018,EF484181,EF468151,NA,NA,EF468289,EF471808,NA,NA,NA
Aplonis_minor,NA,EF484182,EF468152,NA,NA,EF468290,EF471809,NA,NA,NA
Aplonis_panayensis,NA,EF484183,EF468153,NA,AY307182,EF468291,EF471810,EU551898,DQ466817,EU551929
Aplonis_pelzelni,NA,EF484184,EF468154,NA,NA,EF468292,EF471811,NA,NA,NA
Aplonis_tabuensis,NA,EF484185,DQ466854,NA,DQ466796,EF468293,EF471812,NA,DQ466818,NA
Aprosmictus_erythropterus,AB177959,EU621596,EU327599,NA,NA,NA,NA,NA,NA,NA
Aprosmictus_jonquillaceus,NA,NA,NA,NA,GQ505200,NA,NA,NA,NA,NA
Aptenodytes_forsteri,DQ137225,EU525299,NA,NA,DQ137246,NA,NA,NA,NA,NA
Aptenodytes_patagonicus,AY139623,EU525303,AY139622,AF076343,DQ137247,NA,NA,NA,NA,NA
Apteryx_australis,U76050,NA,NA,NA,DQ881835,EU739188,DQ882004,NA,DQ881880,DQ881794
Apteryx_haastii,NC_002782,NC_002782,NC_002782,NC_002782,NA,NA,NA,NA,NA,NA
Apteryx_mantelli,AY016010,AY016010,AY016010,AY016010,NA,NA,NA,NA,NA,NA
Apteryx_owenii,NC_013806,NC_013806,NC_013806,NC_013806,NA,NA,NA,NA,NA,NA
Apus_affinis,AY294469,NA,AY294531,NA,AY056979,NA,NA,NA,NA,NA
Apus_apus,NC_008540,NC_008540,NC_008540,NC_008540,AF294664,NA,AY513096 - Fib intron 7,NA,DQ881839,DQ881714
Apus_nipalensis,U50001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apus_pacificus,NA,GQ481371,NA,NA,NA,NA,NA,NA,NA,NA
Aquila_adalberti,Z73463,NA,NA,NA,EU345533,NA,NA,NA,NA,NA
Aquila_africanus,AY987295,NA,AY987117,NA,NA,NA,NA,NA,NA,NA
Aquila_audax,AJ604484,NA,AY987124,NA,AJ601441,NA,NA,NA,NA,NA
Aquila_chrysaetos,AJ604486,AY666434,AY987116,NA,EF078712,NA,AY987203 - intron 7,NA,NA,NA
Aquila_clanga,AJ604487,EF515765,AY987105,NA,AJ601443,NA,NA,NA,NA,NA
Aquila_fasciatus,AJ604498,NA,AY987120,NA,AJ601454,NA,NA,NA,NA,NA
Aquila_gurneyi,AY987303,NA,AY987125,NA,NA,NA,NA,NA,NA,NA
Aquila_hastata,AY987286,NA,*AY987107,NA,NA,NA,NA,NA,NA,NA
Aquila_heliaca,AJ604488,DQ834323,AY987106,NA,AJ601444,NA,AY987198 - intron 7,NA,NA,NA
Aquila_nipalensis,AJ604489,DQ834326,AY987108,NA,AJ601445,NA,AY987199 - intron 7,NA,NA,NA
Aquila_pomarina,AJ604490,NA,NA,NA,AJ601446,NA,NA,NA,NA,NA
Aquila_rapax,AJ604491,NA,AY987104,NA,AJ601447,NA,AY987197 - intron 7,NA,NA,NA
Aquila_verreauxii,AJ604492,NA,AY987123,NA,AJ601448,NA,AY987206 - intron 7,NA,NA,NA
Aquila_wahlbergi,AJ604493,NA,AY987115,NA,AJ601449,NA,AY987202 - intron 7,NA,NA,NA
Ara_ararauna,AY286204,AY301467,DQ143315,NA,DQ143340,NA,AY301514 - intron 7,NA,NA,NA
Ara_chloropterus,AF346367,FJ808627,NA,NA,NA,NA,NA,NA,NA,NA
Ara_glaucogularis,AY669859,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ara_macao,AF346363,EU621598,EU327601,NA,NA,NA,NA,NA,NA,NA
Ara_severus,AF370766,AF370748,NA,NA,NA,NA,NA,NA,NA,NA
Arachnothera_affinis,FJ487744,FJ473134,NA,NA,NA,NA,NA,NA,NA,NA
Arachnothera_chrysogenys,FJ487751,FJ473139,NA,NA,NA,NA,NA,NA,NA,NA
Arachnothera_longirostra,FJ487773,EU541450,GQ369699,GQ145226,AY319974,EU680626,NA,NA,EU680609,EU680706
Arachnothera_magna,NA,FJ473165,GQ145274,GQ145232,NA,NA,NA,NA,NA,NA
Arachnothera_robusta,FJ487761,FJ473152,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_cajanea,NA,FJ027144,NA,NA,NA,NA,NA,NA,NA,NA
Aramides_ypecaha,NA,FJ027146,NA,NA,AY756084,NA,DQ881942,NA,AY756087,DQ881715
Aratinga_acuticaudata,NA,FJ027152,NA,NA,NA,NA,NA,NA,NA,NA
Aratinga_aurea,U70762,AF370746,DQ143321,NA,DQ143341,NA,NA,NA,NA,NA
Aratinga_auricapillus,AY208240,AY301466,NA,NA,NA,NA,AY301513 - intron 7,NA,NA,NA
Aratinga_cactorum,AF370768,AF370750,NA,NA,NA,NA,NA,NA,NA,NA
